1.0,1.728,7.8865e-05,0.811,0.82,2.433,12.257,1.066,4.765,8.437,15.479,14.295,0.865475,0.187481,10.09,211.747,219.549,20.05,172.461,260.814,101.0,99.0,0.004563774,0.000424291,7.407,1.0,3.648,23.0,1.0
2.0,2.716,0.000205043,1.254,1.585,3.763,9.803,0.969,3.698,5.825,11.565,11.093,0.909214,0.146779,14.443,134.927,133.078,6.362,113.37,141.643,64.0,62.0,0.007549551,0.000557459,10.0,1.0,7.913,8.0,1.0
3.0,1.871,8.7151e-05,0.803,1.011,2.408,12.524,1.208,6.991,7.522,8.41,20.973,0.895159,0.154982,12.215,209.237,214.7,17.783,176.878,245.833,100.0,97.0,0.004656888,0.000399781,7.843,0.0,0.0,40.0,1.0
4.0,1.992,7.81e-05,1.037,1.126,3.111,11.74,1.172,5.431,7.289,10.81,16.294,0.915884,0.098602,11.232,251.348,255.63,30.692,215.091,313.595,117.0,115.0,0.003919921,0.000483187,13.208,1.0,8.775,5.0,1.0
5.0,4.49,0.000458914,2.449,1.599,7.346,18.809,1.766,7.616,13.887,14.122,22.847,0.769368,0.328523,5.676,97.591,98.27,7.435,79.811,117.367,32.0,30.0,0.010219847,0.000849375,27.273,1.0,16.882,16.0,1.0
6.0,4.197,0.000268206,2.262,2.472,6.786,15.99,1.439,8.767,11.074,25.052,26.3,0.761019,0.401995,7.006,143.216,161.122,84.877,111.345,481.939,99.0,93.0,0.006390931,0.001950667,13.433,2.0,7.231,46.0,1.0
7.0,2.872,0.00022414,1.492,1.77,4.477,11.2,1.179,4.277,4.684,8.836,12.831,0.897963,0.1431,12.488,127.9,128.953,6.882,114.911,143.638,52.0,50.0,0.007804411,0.000547934,10.638,1.0,15.516,40.0,1.0
8.0,2.579,0.000186251,1.265,0.989,3.796,11.274,1.172,4.821,6.045,10.643,14.464,0.920088,0.101431,13.288,137.273,138.281,3.69,133.03,150.683,69.0,68.0,0.007221305,0.000377972,9.259,0.0,0.0,20.0,1.0
9.0,2.09,0.000191728,0.732,0.972,2.196,19.041,1.659,9.663,14.94,22.065,28.99,0.836101,0.239417,8.338,106.09,108.772,8.866,95.601,133.602,44.0,42.0,0.009172912,0.000742046,20.0,1.0,19.609,11.0,1.0
10.0,2.633,0.000299117,0.99,1.072,2.971,11.53,1.015,4.457,7.028,13.754,13.371,0.858283,0.190482,9.106,89.85,88.272,7.433,74.882,101.959,32.0,30.0,0.011359565,0.001238724,29.091,1.0,20.168,12.0,1.0
11.0,1.989,0.000128551,0.799,1.181,2.397,13.103,1.24,4.797,6.593,11.445,14.392,0.85928,0.20142,9.818,153.172,152.649,19.989,87.891,190.276,67.0,65.0,0.006464054,0.000881963,6.122,1.0,3.324,24.0,1.0
12.0,4.041,0.000324382,2.21,2.413,6.63,15.365,1.455,6.19,9.267,24.26,18.571,0.858453,0.212785,9.26,123.93,124.635,5.159,112.068,132.017,41.0,40.0,0.00802644,0.000494602,3.125,0.0,0.0,32.0,1.0
13.0,3.261,0.000182994,1.592,1.788,4.776,9.04,0.934,3.911,4.725,6.482,11.734,0.885666,0.155778,11.521,182.736,178.954,11.448,144.446,191.609,68.0,66.0,0.005611901,0.000492512,20.0,1.0,8.498,23.0,1.0
14.0,3.05,0.000174775,1.378,1.335,4.135,11.019,1.057,4.169,7.563,13.347,12.506,0.877695,0.162528,10.139,170.168,175.805,31.413,108.362,219.642,106.0,104.0,0.00573088,0.00117969,13.043,1.0,6.27,5.0,1.0
15.0,3.446,0.000162261,1.674,2.088,5.022,14.816,1.246,5.054,7.278,13.35,15.161,0.851388,0.223417,10.526,213.005,211.288,11.482,176.904,233.876,95.0,94.0,0.004709202,0.00036782,3.704,0.0,0.0,31.0,1.0
16.0,3.191,0.000305076,1.194,1.175,3.582,13.615,1.282,6.705,7.99,13.992,20.115,0.813884,0.265691,7.578,105.135,105.1,5.044,97.607,120.03,37.0,35.0,0.00956126,0.000874389,30.769,1.0,6.193,55.0,1.0
17.0,2.983,0.000227409,1.281,1.198,3.843,8.867,0.957,3.087,4.92,9.043,9.26,0.837649,0.228948,8.872,131.195,131.83,10.218,103.079,149.1,60.0,58.0,0.007624597,0.000689329,4.348,0.0,0.0,5.0,1.0
18.0,5.329,0.000342768,2.996,2.4,8.989,18.427,1.51,10.466,10.74,12.472,31.398,0.754716,0.355733,5.233,150.564,154.452,8.706,143.183,176.253,43.0,41.0,0.006432487,0.000467662,45.312,1.0,27.333,32.0,1.0
19.0,2.83,0.000173016,1.257,1.298,3.772,12.224,1.072,5.454,9.473,10.262,16.361,0.883711,0.158089,10.101,162.187,163.85,17.854,130.27,199.856,60.0,57.0,0.006112892,0.000681087,31.746,1.0,15.254,26.0,1.0
20.0,2.345,0.000127069,0.937,1.173,2.811,12.952,1.167,5.976,8.343,11.774,17.929,0.803866,0.272088,6.612,180.682,187.885,18.346,161.786,227.605,68.0,66.0,0.00541777,0.000712008,38.983,1.0,12.203,46.0,1.0
21.0,3.132,0.000279958,1.832,1.433,5.497,15.329,1.276,8.2,10.684,9.746,24.599,0.789169,0.293704,6.355,111.102,111.686,6.458,100.526,126.713,50.0,48.0,0.008938307,0.000567785,6.522,1.0,5.878,1.0,0.0
22.0,2.439,0.000195369,0.985,1.578,2.955,7.58,0.849,3.167,4.127,4.42,9.501,0.879414,0.153018,9.95,110.157,121.779,59.608,98.561,457.464,47.0,44.0,0.008010956,0.00241736,10.0,2.0,13.136,1.0,0.0
23.0,2.716,0.000181273,1.456,1.808,4.369,11.393,1.132,5.053,6.823,12.107,15.158,0.825274,0.278135,8.417,149.573,150.832,8.959,138.27,181.634,75.0,74.0,0.006673432,0.000458118,35.135,0.0,0.0,1.0,0.0
24.0,1.497,0.000136421,0.665,0.915,1.996,17.078,1.548,8.153,8.85,20.178,24.46,0.847451,0.200443,8.768,108.853,109.752,3.678,102.802,119.419,60.0,58.0,0.009110131,0.000324556,7.018,1.0,6.724,1.0,0.0
25.0,3.084,0.000155444,1.338,1.266,4.013,9.92,1.006,4.286,5.438,9.817,12.859,0.895385,0.132632,10.976,194.579,197.29,47.045,129.386,469.535,97.0,92.0,0.005040109,0.001096521,48.544,3.0,49.383,1.0,0.0
26.0,2.418,0.000162132,1.109,0.999,3.328,11.274,0.957,4.602,4.646,5.489,13.806,0.880192,0.177976,11.049,131.143,147.319,36.787,125.753,256.654,50.0,47.0,0.00670486,0.001383162,17.5,1.0,18.434,1.0,0.0
27.0,4.383,0.000298868,1.51,1.422,4.529,18.615,1.854,5.725,11.45,9.461,17.176,0.75689,0.403009,5.728,111.772,154.742,122.177,94.547,494.814,59.0,52.0,0.006818264,0.003343585,59.551,3.0,16.14,1.0,0.0
28.0,1.853,6.2273e-05,0.977,1.127,2.931,10.209,1.071,4.074,6.361,9.242,12.222,0.877369,0.157415,10.158,295.992,296.906,18.181,249.602,337.98,160.0,159.0,0.003361119,0.000231807,0.0,0.0,0.0,1.0,0.0
29.0,2.304,0.00019571,1.109,1.246,3.327,13.739,1.407,4.893,9.53,4.813,14.679,0.845012,0.210991,8.45,118.831,118.232,7.8,104.459,128.514,45.0,42.0,0.008494489,0.000621578,25.532,2.0,10.459,1.0,0.0
30.0,2.032,0.000137598,0.519,0.528,1.556,10.003,0.89,5.386,7.287,9.939,16.157,0.796518,0.29039,6.829,152.389,147.356,14.958,113.177,167.705,30.0,28.0,0.00677176,0.000696638,57.627,1.0,25.59,1.0,0.0
31.0,2.229,9.8605e-05,1.097,1.627,3.29,30.401,2.124,24.317,40.342,13.57408333,72.95,0.724671,0.397016,4.35,242.346,231.861,26.496,187.586,260.819,60.0,55.0,0.004423502,0.000606539,58.025,0.0,0.0,1.0,0.0
32.0,0.823,5.0652e-05,0.378,0.501,1.134,23.356,2.027,13.21,20.04,15.921,39.629,0.791205,0.294993,6.282,175.862,162.166,21.872,133.436,185.502,44.0,42.0,0.006156434,0.000833552,43.396,1.0,30.069,1.0,0.0
33.0,2.267,0.000108078,0.739,0.569,2.217,20.453,1.764,10.934,17.498,15.467,32.803,0.748056,0.362561,4.992,175.029,237.591,128.94,149.063,491.092,110.0,90.0,0.004767727,0.001797899,15.873,3.0,12.358,1.0,0.0
34.0,2.473,0.000183075,1.188,1.352,3.563,13.467,1.215,6.117,11.419,12.587,18.35,0.839964,0.224173,8.194,126.694,136.555,35.128,112.843,243.697,60.0,56.0,0.007401779,0.001444148,10.417,2.0,12.204,1.0,0.0
35.0,1.739,7.2378e-05,0.745,0.844,2.236,14.745,1.342,5.438,7.894,13.413,16.313,0.886358,0.144694,10.572,228.008,241.954,45.956,189.482,321.52,93.0,91.0,0.004162914,0.000756328,18.519,1.0,11.844,1.0,0.0
36.0,1.25,5.1356e-05,0.384,0.597,1.152,6.342,0.653,2.456,3.364,6.043,7.369,0.941197,0.066409,14.33,233.293,244.512,54.247,143.418,336.776,182.0,181.0,0.00410718,0.000983461,2.632,0.0,0.0,1.0,0.0
37.0,2.4,0.000112566,1.375,1.121,4.126,11.571,1.063,6.021,6.951,7.333,18.062,0.842312,0.224916,8.349,193.728,212.538,27.892,188.795,267.27,76.0,74.0,0.004689495,0.000600139,38.333,1.0,18.475,1.0,0.0
38.0,2.981,0.000167699,0.843,0.808,2.53,9.904,1.032,4.557,5.676,7.335,13.67,0.856956,0.200112,9.51,154.511,185.475,95.414,128.404,502.013,79.0,74.0,0.005626312,0.001822213,24.194,1.0,12.001,1.0,0.0
39.0,2.361,0.000128169,1.281,1.371,3.843,11.737,1.14,6.308,8.057,7.99,18.924,0.852065,0.212996,9.096,178.299,183.584,22.427,157.525,208.743,78.0,76.0,0.005429149,0.000680668,18.0,1.0,15.946,1.0,0.0
40.0,3.788,0.000274883,1.786,1.484,5.359,15.702,1.367,6.374,11.094,18.818,19.123,0.765474,0.423034,6.583,126.131,135.943,46.764,90.051,451.366,75.0,70.0,0.007256721,0.001714252,16.667,3.0,19.575,1.0,0.0
