1,1.137,5.35E-05,0.473,0.608,1.418,8.963,0.936,2.998,5.017,11.826,8.995,0.923972,0.094186,14.819,216.478,212.661,16.789,176.776,238.226,96,95,0.004706454,0.000388579,13.559,0,0,1
2,1.207,9.68E-05,0.544,0.476,1.633,9.116,0.83,4.318,4.756,9.184,12.954,0.954497,0.052355,15.012,124.451,124.997,4.003,117.304,131.942,62,61,0.008021146,0.000328667,4,0,0,1
3,2.627,0.000110117,1.415,1.623,4.244,19.426,1.494,10.987,13.725,15.226,32.961,0.893345,0.134576,10.747,220.79,240.964,71.851,207.141,486.941,123,120,0.004191336,0.00091808,8.929,0,0,1
4,1.353,5.26E-05,0.704,0.784,2.113,10.444,0.988,4.809,7.093,9.466,14.428,0.925746,0.089904,12.632,252.086,257.615,23.467,224.583,297.435,145,143,0.003889384,0.000367356,0,0,0,1
5,2.005,0.000201912,1.122,1.325,3.365,17.62,1.586,8.028,12.4,42.003,24.083,0.778578,0.343709,5.886,97.725,99.198,6.811,91.703,122.617,42,41,0.010070418,0.000691131,18,0,0,1
6,2.023,0.000161811,0.904,1.157,2.713,14.244,1.291,7.274,9.32,14.367,21.822,0.926724,0.100235,12.747,122.074,124.411,7.467,113.198,139.772,66,64,0.007998393,0.000490404,0,1,3.226,1
7,1.476,0.000117349,0.716,0.603,2.149,14.002,1.404,4.923,5.502,13.734,14.769,0.932983,0.079635,13.26,122.024,125.009,8.099,114.793,146.54,57,56,0.007949434,0.000574561,47.778,0,0,1
8,1.6,0.00011474,0.858,0.861,2.573,6.783,0.873,2.854,4.053,6.106,8.561,0.950125,0.061633,16.231,139.103,139.245,2.933,136.273,156.393,72,71,0.007172025,0.000258082,0,0,0,1
9,1.738,0.000163111,0.867,0.903,2.601,12.337,1.227,5.043,7.638,15.448,15.13,0.924445,0.085574,12.111,105.465,106.128,3.968,100.923,116.966,46,45,0.009382367,0.000455913,6.667,0,0,1
10,2.777,0.000318193,1.361,1.593,4.083,15.978,1.387,6.931,10.165,20.197,20.793,0.88654,0.137789,9.937,89.807,87.749,6.165,76.041,94.915,28,27,0.011458629,0.000888942,38,0,0,1
11,1.219,8.19E-05,0.741,0.847,2.223,7.466,0.687,3.677,4.914,6.824,11.031,0.935919,0.078061,13.582,149.251,148.935,4.158,142.796,156.698,69,68,0.006713295,0.000216478,0,0,0,1
12,1.556,0.000129071,0.743,1.041,2.228,8.854,0.806,3.302,5.696,11.77,9.905,0.90421,0.15843,12.347,120.658,119.747,4.643,109.894,128.179,29,27,0.008296446,0.000274877,4,1,10.414,1
13,1.629,8.58E-05,0.754,0.734,2.261,13.724,1.223,6.507,9.219,14.888,19.52,0.922548,0.097308,13.233,186.965,190.171,8.493,178.64,206.296,74,72,0.005267073,0.000250477,2.564,0,0,1
14,2.002,0.00010696,0.848,0.788,2.543,9.53,0.981,3.451,5.306,10.458,10.352,0.896514,0.141956,12.482,181.691,186.483,27.432,112.734,219.404,103,100,0.005342437,0.000813161,32.099,1,4.488,1
15,1.297,6.31E-05,0.46,0.499,1.381,6.986,0.705,2.017,3.174,6.314,6.051,0.878261,0.215011,15.43,216.165,199.472,36.034,114.868,226.4,87,83,0.004866362,0.000869659,10.204,3,11.543,1
16,1.334,0.000130736,0.486,0.633,1.458,12.797,1.249,4.755,6.706,13.281,14.265,0.865674,0.222695,10.48,101.98,102.003,3.045,94.49,106.704,33,32,0.009801346,0.000305656,30.769,0,0,1
17,1.259,9.47E-05,0.479,0.453,1.437,9.871,1.032,3.631,4.696,9.897,10.894,0.908915,0.110419,12.073,133.726,133.565,4.529,122.447,140.842,72,70,0.007520171,0.000330686,1.887,0,0,1
18,2.044,0.000119975,1.052,1.131,3.157,23.81,1.879,12.551,17.487,26.088,37.652,0.846005,0.213718,8.447,167.076,170.536,12.737,145.449,208.103,72,70,0.005870404,0.000418504,30.159,1,3.206,1
19,3.153,0.000209417,1.506,1.953,4.517,12.836,1.147,6.253,8.892,13.941,18.758,0.892641,0.135946,10.875,151.571,151.366,9.536,132.371,178.015,66,64,0.006640992,0.000483929,8.511,1,3.413,1
20,4.238,0.000272641,2.022,1.933,6.067,16.509,1.514,6.857,11.132,19.486,20.572,0.776926,0.34096,6.735,182.921,164.211,47.241,76.326,209.549,66,65,0.006433521,0.002622383,21.818,0,0,1
21,2.7,0.000267181,1.655,1.587,4.966,17.929,1.533,9.825,9.76,7.311,29.475,0.790407,0.307633,6.579,100.806,100.938,4.416,93.176,112.976,44,43,0.009895656,0.000448832,4.444,0,0,0
22,1.661,0.000149737,0.776,0.96,2.327,10.842,0.887,4.88,5.373,6.3,14.64,0.868938,0.184686,10.049,109.028,110.949,6.365,103.041,123.402,43,41,0.009016481,0.000518399,14.634,1,6.371,0
23,2.1,0.00013779,1.194,0.98,3.581,11.456,1.038,4.555,6.555,12.232,13.666,0.901622,0.127146,11.728,147.205,151.388,12.937,137.777,198.865,66,65,0.006561445,0.000598949,10.638,0,0,0
24,1.182,0.000107156,0.492,0.639,1.475,8.883,0.907,2.481,4.67,10.834,7.442,0.949491,0.05716,14.469,110.57,110.578,3.025,104.753,116.456,75,74,0.00906587,0.000272044,0,0,0,0
25,1.292,6.83E-05,0.742,0.576,2.226,9.543,0.956,4.636,5.52,9.298,13.907,0.955327,0.049074,14.564,182.796,189.391,13.547,174.801,213.628,94,93,0.005289603,0.000372048,0,0,0,0
26,2.637,0.000191142,1.212,1.133,3.635,13.469,1.278,5.987,9.008,14.291,17.962,0.882091,0.150434,10.189,131.113,137.556,15.94,121.439,178.317,40,39,0.007248182,0.000827261,9.375,0,0,0
27,1.317,0.000130863,0.528,0.721,1.584,12.311,1.13,5.633,7.583,11.775,16.899,0.926442,0.084602,12.065,101.623,101.213,3.637,89.116,106.096,50,49,0.009939167,0.000500287,34.286,0,0,0
28,1.703,6.38E-05,0.671,0.815,2.014,11.549,1.154,3.511,7.295,15.363,10.533,0.905563,0.110831,10.988,268.669,268.891,40.968,171.686,335.909,149,148,0.003746693,0.000637866,3.509,0,0,0
29,1.571,0.000129696,0.784,0.964,2.352,9.881,0.963,4.313,5.713,10.177,12.938,0.915004,0.108053,11.766,119.71,121.406,6.233,116.152,146.834,46,45,0.008254439,0.000400016,0,0,0,0
30,3.142,0.000184233,1.535,1.174,4.605,14.478,1.403,7.497,8.873,9.82,22.492,0.846716,0.207521,8.703,182.384,172.88,32.726,75.458,210.314,64,61,0.00586403,0.001645954,56.25,2,26.09,0
31,2.118,0.000121373,1.064,1.362,3.192,25.137,2.144,10.654,20.489,5.758,31.961,0.724914,0.397746,4.365,177.371,174.791,14.478,142.952,193.037,63,62,0.005730215,0.000504016,18.182,0,0,0
32,0.96,6.34E-05,0.468,0.595,1.404,31.165,2.563,16.188,27.532,17.39188889,48.565,0.696288,0.468696,3.787,151.449,151.916,8.685,133.364,162.708,50,48,0.006605199,0.000387992,43.86,1,5.276,0
33,1.384,8.86E-05,0.344,0.395,1.032,23.548,1.991,12.727,22.211,13.57464286,38.181,0.68318,0.51985,3.664,160.677,159.615,13.011,135.631,188.823,43,41,0.006404543,0.000821297,43.636,1,25.401,0
34,2.263,0.000172779,1.115,1.451,3.346,10.785,1.051,4.842,7.033,14.623,14.526,0.909243,0.118651,11.783,129.596,130.714,11.78,119.174,183.204,63,62,0.007634559,0.000684466,11.321,0,0,0
35,1.242,5.51E-05,0.444,0.501,1.331,5.773,0.612,2.165,3.168,5.59,6.494,0.942092,0.06799,15.692,217.884,224.905,20.8,209.089,289.624,89,88,0.004437273,0.000393946,4.762,0,0,0
36,0.987,4.16E-05,0.333,0.321,0.999,9.035,0.881,3.499,4.579,8.637,10.497,0.94683,0.06549,15.697,225.809,240.111,32.146,209.727,311.2,118,117,0.004211489,0.000614649,19.355,0,0,0
37,2.057,0.000101307,1.044,1.044,3.131,13.612,1.259,5.936,8.61,10.447,17.807,0.875992,0.167772,10.432,195.686,203.67,25.15,181.037,255.552,98,96,0.004926053,0.000580984,12.727,0,0,0
38,3.738,0.000270331,1.941,1.415,5.822,14.74,1.374,5.749,8.036,15.618,17.246,0.835128,0.242939,9.776,134.02,138.17,16.183,121.031,167.365,49,48,0.007232775,0.000850271,15.909,0,0,0
39,1.255,6.85E-05,0.514,0.686,1.541,9.918,0.927,4.025,5.777,8.226,12.075,0.931558,0.082629,13.587,182.324,183.092,13.872,150.254,207.884,86,85,0.005460488,0.00045997,0,0,0,0
40,1.997,0.000158895,0.872,0.882,2.615,14.287,1.253,6.732,7.874,13.8,20.197,0.928801,0.08356,12.718,122.755,125.759,10.002,110.663,142.985,54,53,0.007956285,0.000650347,13.462,0,0,0
