1,2.517,0.000118023,1.16,1.35,3.479,14.327,1.359,5.82,9.451,18.515,17.461,0.821869,0.283381,8.432,218.121,213.528,17.347,152.524,238.611,205,203,0.004689009,0.00043491,46.907,1,25.694,1
2,3.09,0.000246105,1.647,1.947,4.94,15.265,1.348,7.161,10.888,16.693,21.482,0.850413,0.205923,8.891,125.337,125.417,10.161,102.592,144.378,142,141,0.007964066,0.000722643,0,0,0,1
3,3.197,0.000150645,1.757,1.545,5.271,14.17,1.327,6.753,8.313,12.558,20.26,0.850245,0.192441,8.331,211.044,213.774,19.501,178.101,254.681,144,140,0.004711859,0.000488135,43.089,3,36.137,1
4,2.702,0.000106491,1.293,1.368,3.878,13.249,1.258,5.628,8.985,14.849,16.884,0.880141,0.167279,10.451,252.181,254.485,28.742,195.473,309.444,276,270,0.003940794,0.000490672,25.694,2,24.554,1
5,2.691,0.000203044,1.319,1.443,3.957,17.467,1.503,6.775,10.688,19.19,20.325,0.793248,0.34537,7.424,105.497,133.746,91.471,95.022,435.382,110,104,0.007544157,0.003142364,31.304,4,25.439,1
6,3.949,0.00026791,2.076,2.44,6.229,18.137,1.584,6.729,11.628,26.528,20.188,0.821927,0.285327,8.707,135.919,146.251,57.476,108.434,393.593,171,166,0.006783604,0.001853378,33.136,4,21.455,1
7,2.434,0.000191882,1.177,0.982,3.53,11.312,1.12,5.396,7.05,11.452,16.189,0.891246,0.175865,12.463,128.77,125.86,9.404,104.11,157.677,99,96,0.007883228,0.000691814,40.146,1,17.028,1
8,2.491,0.000166499,1.223,1.139,3.668,12.253,1.146,4.795,6.917,15.129,14.385,0.876466,0.171511,10.271,147.377,149.875,8.405,135.897,163.114,147,143,0.006682761,0.000445496,35.256,2,21.959,1
9,2.594,0.000220832,1.237,1.553,3.712,14.271,1.33,4.72,9.498,22.714,14.159,0.807313,0.283551,7.53,117.571,118.002,9.035,99.171,163.116,99,96,0.008512485,0.000687214,22.321,2,21.66,1
10,2.326,0.000230644,0.921,1.18,2.764,16.794,1.391,6.179,8.897,13.29,18.536,0.831702,0.237868,8.242,90.519,108.071,82.291,76.298,488.699,75,69,0.009916128,0.003156656,44.286,3,31.837,1
11,3.422,0.000196047,1.959,1.959,5.878,13.21,1.273,5.145,7.34,12.729,15.435,0.776014,0.373672,7.439,164.728,179.468,65.839,123.902,431.817,165,154,0.005728643,0.001352703,22.481,2,13.103,1
12,4.243,0.000332225,2.301,2.547,6.903,18.349,1.591,8.039,12.196,18.669,24.118,0.821664,0.278056,8.445,128.977,127.975,7.658,112.645,149.779,78,76,0.007829265,0.00058338,31.034,1,3.483,1
13,2.469,0.000116933,0.998,1.367,2.993,11.829,1.279,4.377,6.699,13.326,13.131,0.862754,0.210353,10.732,213.676,212.815,12.2,185.329,246.927,167,164,0.004735328,0.000461255,25.962,2,13.619,1
14,4.295,0.000189014,2.123,2.149,6.37,15.47,1.497,6.066,9.172,21.54,18.197,0.791486,0.345515,7.705,204.695,227.873,90.716,124.099,453.608,243,235,0.004400629,0.001446636,30.625,3,29.323,1
15,2.309,0.000100966,1.094,1.244,3.282,11.376,1.08,3.423,6.197,15.527,10.268,0.876891,0.194872,11.669,227.571,227.639,12.07,196.932,253.299,237,230,0.004372828,0.00027158,37.705,1,38.633,1
16,2.798,0.000237129,0.978,1.127,2.935,13.198,1.304,5.041,8.346,16.103,15.123,0.832709,0.240577,8.4,117.126,117.575,10.895,87.921,133.568,86,83,0.008475692,0.000946843,48.921,2,19.642,1
17,3.038,0.00021554,1.257,1.697,3.771,13.811,1.409,4.762,8.132,21.778,14.287,0.791558,0.341958,7.626,143.7,141.09,12.956,94.585,155.9,113,109,0.007094192,0.000766449,11.458,2,11.498,1
18,5.652,0.00028281,3.347,3.774,10.041,26.105,1.832,10.352,18.208,21.68090909,31.056,0.666891,0.568875,3.444,172.933,217.064,110.97,133.907,460.173,67,59,0.005003663,0.002270308,69.565,2,11.634,1
19,4.764,0.000274813,2.052,2.367,6.156,13.883,1.214,6.291,10.602,20.253,18.874,0.81962,0.285335,8.273,177.087,173.396,16.044,132.071,204.246,143,138,0.005768379,0.000674878,42.857,3,15.694,1
20,2.075,0.000101667,0.884,0.927,2.653,10.562,1.094,4.621,6.467,9.947,13.863,0.860193,0.201999,10.067,205.252,203.586,22.636,154.003,248.304,143,139,0.004898567,0.000572729,47.445,3,34.89,1
21,3.587,0.000293189,1.855,2.024,5.566,18.423,1.598,9.394,10.9,19.768,28.182,0.80864,0.280046,7.333,108.129,125.071,73.597,98.407,446.583,120,114,0.008173745,0.002569851,28.671,4,22.623,0
22,2.481,0.000202288,0.986,1.098,2.958,13.354,1.318,4.899,7.281,16.29,14.696,0.826996,0.255059,8.877,118.507,127.638,55.745,97.024,444.089,127,115,0.008153334,0.001581764,32.738,6,39.971,0
23,3.059,0.000183496,1.727,1.657,5.182,16.194,1.392,8.352,10.812,15,25.056,0.806728,0.270491,6.838,161.585,166.571,13.707,149.216,201.852,133,130,0.005999328,0.000501553,35.484,2,11.849,0
24,2.049,0.000173663,0.823,1.06,2.468,12.171,1.156,4.084,7.277,18.119,12.253,0.864527,0.190687,9.817,117.686,118.227,8.708,95.108,136.661,108,105,0.008473845,0.000610996,13.333,2,9.984,0
25,2.442,0.000118381,1.137,1.199,3.412,11.143,1.106,4.386,6.588,11.608,13.159,0.859593,0.184971,9.228,202.498,210.046,59.826,138.937,499.07,190,182,0.004847286,0.001035094,26.23,3,19.724,0
26,2.262,0.000158384,0.889,1.367,2.667,12.078,1.095,4.591,5.88,11.324,13.774,0.90134,0.137082,12.2,143.07,142.816,7.788,128.062,175.553,98,95,0.007000738,0.000460081,39.683,2,31.699,0
27,2.798,0.000253438,0.977,0.975,2.932,11.074,1.008,3.955,6.94,16.481,11.865,0.867765,0.176508,9.636,109.94,109.492,12.557,71.166,135.365,74,70,0.009059318,0.001067273,55.901,2,39.433,0
28,2.344,8.93E-05,1.1,1.277,3.3,11.462,1.195,4.553,7.429,13.048,13.658,0.840368,0.251275,9.741,262.393,263.742,25.182,216.56,351.348,284,278,0.003809599,0.000366555,21.739,1,11.333,0
29,3.622,0.000289166,1.519,1.569,4.557,15.818,1.486,5.686,10.567,17.853,17.057,0.823127,0.260295,8.139,126.799,124.19,14.475,75.114,142.733,85,81,0.007983538,0.000980468,41.88,2,16.903,0
30,2.733,0.000134192,1.044,1.207,3.132,6.274,0.744,2.216,3.089,5.298,6.647,0.828461,0.254275,8.466,191.302,208.498,85.364,128.482,493.983,151,137,0.004910733,0.00151012,35,7,30.232,0
31,2.922,0.00011358,1.009,1.162,3.026,17.53,1.619,7.971,13.951,16.408,23.912,0.742992,0.429825,5.417,220.614,267.645,103.614,151.125,493.904,159,142,0.003886436,0.001339209,56.164,3,48.5,0
32,5.89,0.000240942,2.799,2.19,8.397,22.51,1.863,10.202,15.058,17.39188889,30.607,0.609784,0.684258,2.053,387.79,302.029,152.268,132.004,493.901,135,90,0.004090874,0.002286039,44.828,5,42.119,0
33,2.342,0.000109089,1.129,1.143,3.388,24.724,2.045,12.668,20.292,15.888,38.005,0.714904,0.440761,4.306,175.656,222.121,105.144,144.62,491.42,218,196,0.004657893,0.001738668,53.846,4,51.7,0
34,2.678,0.000190832,1.246,1.43,3.738,11.707,1.233,4.235,6.464,13.6,12.706,0.85831,0.21093,9.937,134.759,140.746,30.896,107.886,254.708,135,130,0.007125795,0.001285452,41.104,2,41.655,0
35,2.128,9.08E-05,0.816,0.985,2.447,9.325,0.906,3.404,5.127,10.683,10.212,0.897007,0.13108,11.506,223.879,235.497,32.66,197.086,307.858,154,150,0.004266901,0.000593666,40.678,2,41.711,0
36,1.392,5.98E-05,0.437,0.48,1.31,6.627,0.71,2.571,3.526,6.321,7.713,0.927239,0.100403,14.057,224.039,234.976,34.788,144.23,319.705,236,231,0.00429669,0.000660781,36.25,2,27.673,0
37,2.074,8.93E-05,0.906,0.964,2.717,8.731,0.967,3.724,5.376,9.283,11.171,0.87128,0.195917,11.061,225.943,233.135,35.812,191.047,407.884,231,226,0.004305604,0.000556563,39.506,3,37.42,0
38,3.837,0.00019838,1.699,1.908,5.098,12.956,1.177,5.355,7.761,14.793,16.066,0.788863,0.328588,7.479,164.961,202.689,94.163,107.479,496.392,204,184,0.005170757,0.001835761,34.969,7,28.709,0
39,2.629,0.000136354,1.378,1.394,4.133,11,1.182,4.566,6.497,10.708,13.699,0.848528,0.238919,10.988,195.359,193.732,18.773,138.041,219.326,160,156,0.005186492,0.000632161,40.845,2,33.807,0
40,3.228,0.000223291,1.445,1.725,4.335,14.62,1.411,6.046,9.039,17.339,18.139,0.832263,0.252523,9.139,142.195,144.143,16.085,108.185,179.608,181,178,0.006918143,0.000817157,31.282,2,28.742,0
