1.0,0.728,3.7698e-05,0.353,0.376,1.059,5.864,0.642,2.058,3.18,7.194,6.175,0.951285,0.066758,17.403,195.252,193.289,14.773,159.515,234.505,170.0,169.0,0.005181253,0.000403494,2.247,0.0,0.0,23.0,1.0
2.0,0.844,6.8985e-05,0.509,0.489,1.527,14.053,1.239,6.131,7.015,9.26,18.394,0.896374,0.132884,10.747,122.22,122.381,1.65,118.02,126.788,585.0,582.0,0.008173798,0.000122852,0.209,2.0,0.768,8.0,1.0
3.0,1.497,7.0437e-05,0.892,0.889,2.676,10.703,1.028,5.592,7.57,9.096,16.776,0.939583,0.071136,13.691,214.201,212.609,18.817,177.005,237.183,134.0,133.0,0.004703759,0.000427468,0.0,0.0,0.0,40.0,1.0
4.0,0.287,1.1132e-05,0.156,0.172,0.469,4.788,0.452,2.537,3.068,3.688,7.612,0.986423,0.013882,19.587,256.01,257.926,7.191,245.601,275.277,446.0,445.0,0.003877367,0.000107532,0.0,0.0,0.0,5.0,1.0
5.0,0.395,3.355e-05,0.223,0.233,0.669,8.957,0.786,5.278,4.991,6.684,15.834,0.94955,0.053503,12.982,117.641,117.751,1.255,115.09,120.445,119.0,118.0,0.008493328,9.3426e-05,0.0,0.0,0.0,16.0,1.0
6.0,0.365,2.5549e-05,0.173,0.209,0.518,5.182,0.479,2.453,2.878,4.77,7.36,0.988237,0.011936,19.718,142.969,142.852,1.331,139.536,145.655,312.0,311.0,0.007000235,6.8338e-05,0.0,0.0,0.0,46.0,1.0
7.0,0.605,4.183e-05,0.301,0.381,0.902,5.623,0.563,2.73,3.856,5.361,8.189,0.980694,0.020158,19.011,142.938,144.513,5.374,139.17,158.017,62.0,61.0,0.006917567,0.000256451,0.0,0.0,0.0,40.0,1.0
8.0,0.265,1.7537e-05,0.123,0.135,0.368,4.201,0.395,2.204,2.702,3.507,6.612,0.985424,0.015603,20.256,152.945,150.513,14.524,75.764,164.206,252.0,250.0,0.006627761,0.000818173,0.0,0.0,0.0,20.0,1.0
9.0,0.258,1.8368e-05,0.092,0.139,0.276,2.603,0.248,0.915,1.323,2.886,2.746,0.995408,0.00474,26.22,141.389,140.535,3.172,130.799,146.203,245.0,244.0,0.007115993,0.000163367,0.0,0.0,0.0,11.0,1.0
10.0,0.649,6.7791e-05,0.271,0.343,0.813,6.24,0.675,2.737,3.602,5.66,8.212,0.949139,0.065994,17.001,95.415,95.754,5.479,87.345,122.751,108.0,107.0,0.010452216,0.000589784,0.0,0.0,0.0,12.0,1.0
11.0,1.005,6.4678e-05,0.398,0.36,1.194,3.638,0.459,1.598,2.181,3.461,4.795,0.966737,0.053651,23.021,155.92,155.269,6.935,137.347,167.642,149.0,148.0,0.006433842,0.000330952,0.0,0.0,0.0,24.0,1.0
12.0,1.841,0.000143409,1.117,1.078,3.351,13.993,1.352,7.557,8.376,12.094,22.67,0.869786,0.164395,9.155,127.641,128.41,3.103,121.44,145.59,889.0,886.0,0.007788013,0.000225039,0.72,2.0,0.676,32.0,1.0
13.0,0.546,2.2774e-05,0.317,0.339,0.951,7.248,0.693,3.648,4.747,4.984,10.943,0.968896,0.036825,18.455,238.875,239.727,6.759,229.124,275.202,1032.0,1031.0,0.004173918,0.000111342,0.0,0.0,0.0,23.0,1.0
14.0,0.195,9.967e-06,0.098,0.112,0.295,3.254,0.298,1.563,1.935,2.721,4.689,0.994666,0.005376,23.658,194.351,195.226,4.452,186.655,208.13,1062.0,1061.0,0.005122217,0.000115776,0.0,0.0,0.0,5.0,1.0
15.0,0.464,2.057e-05,0.235,0.281,0.706,3.405,0.353,1.28,1.823,3.731,3.841,0.982969,0.026505,25.963,224.617,225.724,4.181,220.11,239.465,422.0,420.0,0.004436373,0.000116217,0.0,0.0,0.0,31.0,1.0
16.0,0.661,5.0241e-05,0.304,0.391,0.911,6.072,0.567,3.191,3.645,5.207,9.574,0.956694,0.05757,15.448,132.231,131.758,4.823,96.063,139.719,861.0,857.0,0.007595964,0.000329855,1.21,0.0,0.0,55.0,1.0
17.0,0.311,2.084e-05,0.073,0.105,0.219,2.171,0.229,0.565,1.025,2.408,1.696,0.988384,0.015438,26.446,149.764,149.284,4.936,129.946,156.709,107.0,106.0,0.006696917,0.000223496,0.0,0.0,0.0,5.0,1.0
18.0,3.734,0.000224207,2.252,2.068,6.757,17.815,1.454,7.495,11.899,17.384,22.485,0.712048,0.459791,4.379,158.819,166.31,15.497,147.079,209.711,126.0,123.0,0.006003712,0.000601516,7.5,0.0,0.0,32.0,1.0
19.0,0.773,4.2844e-05,0.407,0.468,1.22,6.684,0.636,3.189,3.98,5.653,9.567,0.958061,0.050397,14.52,180.79,180.474,2.572,169.203,187.183,432.0,430.0,0.005539728,0.000106584,0.0,1.0,0.687,26.0,1.0
20.0,0.627,2.6961e-05,0.347,0.282,1.042,4.373,0.409,2.059,2.707,3.712,6.177,0.979693,0.02241,19.001,232.356,232.6,4.897,210.162,239.093,93.0,92.0,0.004302483,0.000107098,0.0,0.0,0.0,46.0,1.0
21.0,0.4,3.7909e-05,0.204,0.228,0.613,11.598,1.019,5.521,7.922,10.267,16.564,0.911465,0.110158,12.4,105.271,105.5,1.083,103.224,108.389,105.0,104.0,0.009477559,0.000101008,1.01,0.0,0.0,1.0,0.0
22.0,0.341,2.5004e-05,0.165,0.167,0.495,2.981,0.273,1.514,1.908,2.35,4.543,0.982228,0.026979,21.425,137.223,136.322,4.506,100.114,140.178,602.0,598.0,0.007333225,0.000244557,0.225,2.0,0.985,1.0,0.0
23.0,1.506,7.965e-05,0.858,0.878,2.574,8.226,0.761,4.348,5.512,6.685,13.045,0.955912,0.057285,16.264,187.626,189.089,7.882,177.957,234.059,184.0,182.0,0.005287109,0.000218753,0.0,0.0,0.0,1.0,0.0
24.0,0.806,7.5251e-05,0.149,0.259,0.448,5.459,0.637,1.802,3.21,6.291,5.406,0.942453,0.082543,18.577,107.563,107.161,9.017,80.223,119.053,95.0,94.0,0.009334993,0.000879367,2.222,0.0,0.0,1.0,0.0
25.0,0.674,3.2678e-05,0.358,0.292,1.073,6.756,0.618,3.411,4.336,5.029,10.233,0.966862,0.039446,16.616,202.184,206.261,13.256,190.781,230.941,122.0,121.0,0.004849054,0.000307682,1.695,0.0,0.0,1.0,0.0
26.0,0.94,6.8209e-05,0.538,0.45,1.615,8.561,0.767,4.279,4.376,7.211,12.838,0.95085,0.065953,16.924,135.126,137.804,28.715,117.241,481.844,805.0,798.0,0.007257115,0.000835413,1.178,2.0,1.797,1.0,0.0
27.0,0.391,3.5237e-05,0.225,0.263,0.675,8.649,0.762,4.39,6.0,7.137,13.169,0.953764,0.052324,14.898,111.006,110.929,0.626,108.858,112.473,201.0,200.0,0.00901836,5.7156e-05,0.0,0.0,0.0,1.0,0.0
28.0,0.19,6.495e-06,0.088,0.081,0.265,1.185,0.103,0.496,0.708,1.282,1.488,0.997904,0.002106,28.418,293.066,293.096,5.477,273.576,305.625,310.0,309.0,0.003412245,6.5708e-05,0.0,0.0,0.0,1.0,0.0
29.0,0.384,2.6664e-05,0.171,0.179,0.512,3.351,0.32,1.8,1.838,2.512,5.399,0.985267,0.018815,21.1,144.349,143.885,4.326,128.597,151.512,179.0,178.0,0.006949108,0.000209758,1.587,0.0,0.0,1.0,0.0
30.0,0.371,2.2359e-05,0.128,0.154,0.383,2.939,0.283,1.079,1.508,3.054,3.236,0.985059,0.016943,20.747,162.475,165.903,12.61,141.054,189.865,206.0,205.0,0.006032312,0.00046712,5.385,0.0,0.0,1.0,0.0
31.0,1.091,5.9237e-05,0.655,0.553,1.965,16.046,1.363,8.314,13.203,11.054,24.942,0.871933,0.169649,9.316,181.383,184.172,10.718,170.612,255.594,285.0,284.0,0.005429971,0.000304605,0.0,0.0,0.0,1.0,0.0
